
source_board_name,source_url,provider_name,provider_legal_name,provider_type,description,street_1,street_2,city,state,zip,county,phone,fax,email,website,intake_phone,hours,services_raw,payment_raw,telehealth_available,languages_raw,populations_raw,level_of_care_raw,mat_options_raw,peer_support_available,peer_services_raw,npi,license_raw,last_verified_date,verified_status,verification_evidence,notes
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,"South Community, Inc.",,,,3095 Kettering Blvd.,,Dayton,OH,45439.0,,937-293-8300,,,,,,Assessment and referral; case management; school programs; day treatment for youth; equine assisted therapy; MH and SUD treatment; psychiatric services; ACT team; integrated dual treatment; food pantry,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,TCN Behavioral Health,,,,452 W. Market St,,Xenia,OH,45385.0,,937-376-8715,,,,,,988 lifeline; crisis walk-in center; adult MH and SUD outpatient treatment; case management; assessment; psychiatric services; individual and group counseling; recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,The Change Agency,,,,2400 West Stroop Road,,Moraine,OH,45439.0,,937-283-5872,,,,,,Recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Urban Minority Alcoholism & Drug Abuse Outreach Program of Dayton (UMADAOP of Dayton),,,,One Elizabeth Place,Suite RT-1,Dayton,OH,45417.0,,937-276-2176,,,,,,SUD outpatient treatment; recovery supports; Circle for Recovery program for offenders reintegrating,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,We Care Arts,,,,3035 Wilmington Pike,,Kettering,OH,45429.0,,937-252-3937,,,,,,Adult day program; outreach program; employment program,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Whole Truth Ministries,,,,PO Box 1494,,Miamisburg,OH,45343.0,,937-308-1920,,,,,,Recovery housing,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Montgomery County ADAMHS Board,https://www.mcadamhs.org/Final - Treatment Agency Provider List CY2025 .pdf,Wright State University (Psychiatry Program),,,,3640 Colonel Glenn Hwy,,Dayton,OH,45435.0,,937-775-1000,,,,,,Workforce development for psychiatry residents,,,,,,,,,,,2025-12-29,likely_active,Listed in Montgomery County ADAMHS Treatment Agency Provider List CY2025,
Erie County ADAMHS Board,https://www.adamhserie.org/Treatment.aspx,Bayshore Counseling Services - Sandusky,,outpatient counseling and substance use treatment,"Provides outpatient mental health and substance use treatment services including individual, group, CBT, EMDR, DBT",1634 Sycamore Line,,Sandusky,OH,44870.0,Erie,419-626-9156,419-621-0099,,https://www.bayshorecs.com,,,"Outpatient mental health and substance use treatment, group therapy, CBT, EMDR, DBT",,,,,Outpatient,,,,,,2025-12-29,likely_active,Board treatment page lists provider with address and phone number,Also has Port Clinton location
Erie County ADAMHS Board,https://www.adamhserie.org/Treatment.aspx,Bayshore Counseling Services - Port Clinton,,outpatient counseling and substance use treatment,Provides outpatient mental health and substance use treatment services,304 Madison Street,,Port Clinton,OH,43452.0,Erie,419-734-5535,419-734-5536,,https://www.bayshorecs.com,,,Outpatient mental health and substance use treatment,,,,,Outpatient,,,,,,2025-12-29,likely_active,Board treatment page lists provider with address and phone number,
Erie County ADAMHS Board,https://www.adamhserie.org/Treatment.aspx,Erie County Health Department,,health department,Provides mental health and substance use treatment services and other public health services,420 Superior Street,,Sandusky,OH,44870.0,Erie,419-626-5623,,,https://eriecohealthohio.com,,,"Clinical counseling, support services, case management, medication-assisted treatment, intensive short-term behavioral health treatment",,,,,,,,,,,2025-12-29,likely_active,Board treatment page lists provider with address and phone number,
Erie County ADAMHS Board,https://www.adamhserie.org/Treatment.aspx,Firelands Counseling and Recovery Services,,outpatient and inpatient treatment center,"Provides inpatient psychiatric care, MAT, intensive outpatient programs, crisis intervention for mental health and substance use disorders",1925 Hayes Avenue,,Sandusky,OH,44870.0,Erie,419-557-5177,,,https://www.firelands.com,800-342-1177 ext. 5177,,"Inpatient psychiatric care, MAT, intensive outpatient programs, crisis intervention",,,,,"Inpatient, Outpatient",MAT,,,,,2025-12-29,likely_active,Board treatment page lists provider with address and phone number,
Erie County ADAMHS Board,https://www.adamhserie.org/ResidenceHousing.aspx,Volunteers of America of Greater Ohio,,permanent supportive housing provider,"Provides permanent supportive housing, temporary and emergency housing, and support services",1843 Superior Street,,Sandusky,OH,44870.0,Erie,419-626-6505,,,https://www.voaohin.org,,,"Permanent supportive housing, temporary and emergency housing, support services",,,,,,,,,,,2025-12-29,likely_active,Residence housing page lists provider with address and phone number,
Erie County ADAMHS Board,https://www.adamhserie.org/FindaProvider.aspx,Catholic Charities Diocese of Toledo – Erie County,,social services and advocacy,"Provides crisis navigation, financial education, family support and guidance, furniture ministry, adult advocacy services",428 Tiffin Avenue,,Sandusky,OH,44870.0,Erie,419-502-0043,,,https://catholiccharitiesnwo.org,,,"Crisis navigation, financial education, family support, furniture ministry, adult advocacy",,,,,,,,,,,2025-12-29,likely_active,Catholic Charities site lists office location at 428 Tiffin Avenue,Sandusky office
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Alta Behavioral Healthcare,,,,"8790 E Market St, Suite #100",,Warren,OH,44484.0,Trumbull,330-736-0073,,,www.altabehavioralhealthcare.org,,,Core provider services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Belmont Pines Hospital,,Hospital,,615 Churchill-Hubbard Road,,Youngstown,OH,44505.0,Trumbull,330-759-2700,,,www.belmontpines.com,,,Hospital,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,Alternative phone 800-423-5666
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Catholic Charities Regional Agency,,,,"175 Laird Avenue, Third Floor",,Warren,OH,44483.0,Trumbull,330-393-4050,,,ccdoy.org,,,Charity services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Coleman Professional Services - Warren,,Agency,,103 W Market Street,,Warren,OH,44481.0,Trumbull,330-394-8831,,,www.colemanservices.org,,,Behavioral health services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Coleman Access Center - Warren,,Access Center,,103 W Market Street,,Warren,OH,44481.0,Trumbull,330-392-1100,,,www.colemanservices.org,,,Access Center,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Compass Family & Community Services - Warren,,,,320 High Street NE,,Warren,OH,44481.0,Trumbull,330-394-9090,,,www.compassfamily.org,,,Mental health & addiction services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Compass Family & Community Services - Riverbend Center,,,,3120 West Market Street,,Warren,OH,44485.0,Trumbull,330-898-6992,,,www.compassfamily.org,,,Riverbend Center,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Compass Family & Community Services - Social Services,,,,535 Marmion Avenue,,Youngstown,OH,44502.0,Trumbull,330-782-5664,,,www.compassfamily.org,,,Social Services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Family and Children First Council of Trumbull County,,Council,,"4076 Youngstown Road, SE, Suite 201",,Warren,OH,44484.0,Trumbull,330-675-2765,,,www.familyfirsttrumbull.org,,,Family and children services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,Phone extension ext 105 as board lists
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,First Step Recovery,,,,2737 Youngstown Rd SE,,Warren,OH,44484.0,Trumbull,330-369-8022,,,www.firststeprecovery.net,,,Recovery services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Flying High,,,,237 South Main Ave SW,,Warren,OH,44481.0,Trumbull,330-797-3995,,,flyinghighinc.org,,,Employment and training services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,FSR Parkman,,,,4930 Enterprise Dr,,Warren,OH,44481.0,Trumbull,330-787-0955,,,parkmanrecovery.com,,,Treatment center,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Forensic Psychiatric Center of Northeast Ohio,,,,"5212 Mahoning Avenue, Suite 317",,Youngstown,OH,44515.0,Trumbull,330-792-1918,,,mha.ohio.gov,,,Forensic psychiatric services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Glenbeigh of Niles,,,,29 North Road,,Niles,OH,44446.0,Trumbull,330-652-6770,,,glenbeigh.com,,,Treatment center,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Greater Warren–Youngstown Urban League,,,,290 W. Market Street,,Warren,OH,44481.0,Trumbull,330-394-3167,,,wyul.org,,,Urban league,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Christy House Emergency Shelter,,,Shelter service operated by Urban League,"919 Main Avenue, SW",,Warren,OH,44483.0,Trumbull,330-394-4316,,,,,,Emergency shelter,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Help Network of Northeast Ohio,,,,261 E Wood Street,,Youngstown,OH,44501.0,Trumbull,330-747-2696,,,helphotline.org,,,Hotline and information and referral services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,Offers 211 service with 24/7 hours
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Mercy Health New Start Treatment Center,,Treatment Center,,"1296 Tod Avenue, NW Suite 205",,Warren,OH,44485.0,Trumbull,330-306-5010,,,www.mercy.com,,,Treatment center for substance use,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Meridian HealthCare - Warren,,,,320 High St NE,,Warren,OH,44481.0,Trumbull,330-318-3871,,,www.meridianhealthcare.net,,,Behavioral healthcare,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Meridian HealthCare - Youngstown,,,,527 N Meridian Road,,Youngstown,OH,44509.0,Trumbull,330-797-9148,,,www.meridianhealthcare.net,,,Behavioral healthcare,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,New Day Recovery,,,,1500 McKinley Ave,,Niles,OH,44446.0,Trumbull,330-953-3300,,,newday-recovery.com,,,Substance use treatment,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,OnDemand Counseling,,,,100 Superior St,,Newton Falls,OH,44444.0,Trumbull,330-578-4300,,,ondemandcounseling.com,,,Counseling services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,PsyCare Howland Clinic,,,,8577 East Market Street,,Warren,OH,44484.0,Trumbull,330-856-6663,,,www.psycare.com,,,Mental health clinic,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,PsyCare Liberty Clinic,,,,2980 Belmont Avenue,,Youngstown,OH,44505.0,Trumbull,330-759-2310,,,www.psycare.com,,,Mental health clinic,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Thrive Counseling,,,,1705 Woodland St NE,,Warren,OH,44483.0,Trumbull,330-469-6777,,,www.thrivecounselingwarren.com,,,Counseling services,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Travco Behavioral Health - Warren,,,,2671 Youngstown Rd SE,,Warren,OH,44484.0,Trumbull,330-822-6545,,,travcobhs.com,,,Behavioral health,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Travco Behavioral Health - Boardman,,,,8261 Market St,,Boardman,OH,44512.0,Trumbull,330-286-0050,,,travcobhs.com,,,Behavioral health,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Valley Health Services - Children’s Office,,,,318 Mahoning Avenue,,Warren,OH,44483.0,Trumbull,330-395-9563,,,vcsinc.org,,,Children’s office,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Trumbull County Mental Health & Recovery Board,https://www.trumbullmhrb.org/mhrb_localproviders.html,Valley Health Services - Southeast Office,,,,4870 Belmont Avenue,,Youngstown,OH,44505.0,Trumbull,330-759-8237,,,vcsinc.org,,,Southeast office,,,,,,,,,,,2025-12-29,likely_active,Board list includes address and phone,
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Community Action for Capable Youth (CACY),,,Youth and community prevention services,1495 W Longview Ave Suite 104,,Mansfield,OH,44906.0,,419-774-5683,,,https://cacyohio.org,,,Prevention programs for youth and families,,,,,,,,,,,2025-12-29,likely_active,Board provider list and provider website loaded,
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Catalyst Life Services – The Center,,,Mental health and substance use services,741 Scholl Road,,Mansfield,OH,44907.0,,419-756-1717,,,https://catalystlifeservices.org,,,"Outpatient counseling, mental health and substance use treatment",,,,,,,,,,,2025-12-29,likely_active,Board provider list and provider website loaded,Location part of Catalyst Life Services
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Catalyst Life Services – The Rehab Center,,,Mental health and substance use services,270 Sterkel Blvd,,Mansfield,OH,44907.0,,419-756-1133,,,https://catalystlifeservices.org,,,"Outpatient counseling, rehabilitation services",,,,,,,,,,,2025-12-29,likely_active,Board provider list and provider website loaded,Location part of Catalyst Life Services
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Catalyst Life Services – Shelby Office,,,Mental health and substance use services,142 N Gamble Street Suite G,,Shelby,OH,44875.0,,419-342-2449,,,https://catalystlifeservices.org,,,"Outpatient counseling, mental health and substance use treatment",,,,,,,,,,,2025-12-29,likely_active,Board provider list and provider website loaded,Location part of Catalyst Life Services
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Family Life Counseling & Psychiatric Services – Main Campus,,,Counseling and psychiatric services,151 Marion Ave,,Mansfield,OH,44903.0,,419-774-9969,419-756-5642,,https://familylifecounseling.org,,,"Outpatient counseling, psychiatric services",,,,,,,,,,,2025-12-29,likely_active,Provider site lists address and services; board listing indicates provider active,
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Family Life Counseling & Psychiatric Services – Substance Use Treatment Office,,,Substance use treatment services,240 Marion Ave,,Mansfield,OH,44903.0,,419-756-8600,,,https://familylifecounseling.org,,,Substance use treatment services,,,,,,,,,,,2025-12-29,likely_active,Provider site lists address and services; board listing indicates provider active,
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,Mansfield UMADAOP,,,Urban Minority Alcoholism and Drug Abuse Outreach Program,215 Trimble Road,,Mansfield,OH,44906.0,,567-307-7299,,,https://mansfieldumadaop.com,,,Substance use disorder services and prevention,,,,,,,,,,,2025-12-29,likely_active,External site lists address and contact; board lists provider,
Richland County Mental Health and Recovery Services Board,https://richlandmentalhealth.com/service-providers,NAMI Richland County,,,Support and education for families and individuals affected by mental illness,87 East First Street Suite L,,Mansfield,OH,44902.0,,419-774-5811,419-774-5816,families@namirc.org,https://www.namirc.org,,,"Support groups, education and advocacy",,,,,,,,,,,2025-12-29,likely_active,Board site lists address and contact details; provider site accessible,
Stark County Mental Health & Addiction Recovery Board,https://starkmhar.org/get-help/,Alliance Family Health Center,,,"Primary care, OBGYN, and behavioral health services",1401 S Arch Avenue Suite A,,Alliance,OH,44601.0,,330-249-7011,,,https://www.alliancefamilyhealth.org,,,"Mental health services, primary care and OBGYN","Medicaid, Medicare, Accepts clients regardless of ability to pay, Private Insurance",,Interpretation line,,,,,,,,2025-12-29,likely_active,Provider page on StarkMHAR lists address and phone; website accessible,
Stark County Mental Health & Addiction Recovery Board,https://starkmhar.org/get-help/,Arrow Passage Recovery,,,Residential alcohol and drug services,4069 Bradley Circle NW,,Canton,OH,44718.0,,330-830-4684,,,https://www.arrowpassage.com,,,Residential alcohol and other drug (AoD) services,Private Insurance; Accepts clients regardless of ability to pay,,,,,,,,,,2025-12-29,likely_active,Provider page on StarkMHAR lists address and phone; website accessible,
Stark County Mental Health & Addiction Recovery Board,https://starkmhar.org/get-help/,AVO Behavioral Health & Recovery,,,"MAT, IOP, individual and group counseling for addiction and mental health",3745 Whipple Ave NW,,Canton,OH,44718.0,,330-331-7506,,,https://www.avorecovery.com,,,"Medication-assisted treatment (MAT), intensive outpatient program (IOP), individual and group counseling",Medicaid; private insurance; accepts clients regardless of ability to pay,,,,,,,,,,2025-12-29,likely_active,Provider page on StarkMHAR lists address and phone; website accessible,
Preble County Mental Health & Recovery Board,https://www.pcmhrb.org/agencies,Gebhart Counseling Solutions,,,Mental health interventions for youth and families in Preble County,504 Hallmark Dr.,,Eaton,OH,45320.0,,937-456-2805,,,https://www.gebhartcounseling.org,,,"Mental health services in schools, Hope Squad peer support groups",,,,Youth and families,,,,,,,2025-12-29,likely_active,Board agency page lists address and phone,
Preble County Mental Health & Recovery Board,https://www.pcmhrb.org/my-neighbors-house.html,My Neighbor's House,,,Supportive recovery environment with peer support and wellness programs,120 North Cherry Street,,Eaton,OH,45320.0,,937-336-5052,,,,,,"Wellness programs, support groups, peer support",,,,,,,yes,Certified Peer Support Specialists and wellness programs,,,2025-12-29,likely_active,Board agency page lists address and phone,
Preble County Mental Health & Recovery Board,https://www.pcmhrb.org/recovery--wellness-centers-of-midwest-ohio.html,Recovery & Wellness Centers of Midwest Ohio – Eaton,,,Outpatient addiction treatment and counseling services,228 N Barron Street,,Eaton,OH,45320.0,,937-456-7694,,,,,,"Outpatient addiction counseling, evaluations, education and intervention services",,,,,,,,,,,2025-12-29,likely_active,Board agency page lists address and phone,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,Children's Resource Center,,Mental health center,"Child-centered, family-focused mental health and co-occurring disorders services",1045 Klotz Rd.,,Bowling Green,OH,43402,Wood,419-352-7588,419-354-4977,crckids@crcwoodcounty.org,https://www.crcwoodcounty.org,,Mon-Thu 8am-8pm; Fri 8am-7pm; emergency services 24/7,"Prevention services, day treatment, co-occurring disorders, outpatient therapy, school-based and home-based services, psychiatric services, emergency services",,,,"Children, families",,,,,,,2025-12-29,likely_active,Provider contact page lists address and phone number,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,The Cocoon,,Domestic violence shelter,Domestic and sexual violence agency providing shelter and advocacy services,PO Box 1165,,Bowling Green,OH,43402,Wood,419-373-1730,,,https://thecocoon.org,,24/7 survivor support line available,"Domestic and sexual violence support services, shelter, advocacy",,,,Survivors of domestic and sexual violence,,,,,,,2025-12-29,likely_active,Contact page lists PO Box and 24/7 support line,Mailing address used due to safety
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,Wood County Educational Service Center (WCESC),,Educational service center,"Provides educational services, mental health and substance use prevention programs",1867 North Research Dr.,,Bowling Green,OH,43402,Wood,419-354-9010,419-354-1146,,https://www.wcesc.org,,,"Educational and mental health services, prevention programs",,,,"Children, families",,,,,,,2025-12-29,likely_active,Contact page lists address and phone,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,Harbor (Behavioral Connections of Wood County),,Community mental health center,"Provides medication-assisted treatment, psychiatry, intensive outpatient programs, group counseling",1010 North Prospect Street,,Bowling Green,OH,43402,Wood,419-352-5387,,,https://www.harbor.org/harbor-wood-county.html,,Mon 8am-7:01pm; Tue-Wed 8am-7pm; Thu 8am-6pm; Fri 8am-5pm,"Medication assisted treatment, psychiatry, intensive outpatient treatment, group counseling, individual counseling",,,,All genders,"Outpatient, Intensive outpatient",,,,,,2025-12-29,likely_active,Relink provider page lists address and phone,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,NAMI Wood County,,Mental health advocacy organization,"Provides support groups, educational programs and advocacy for people with mental illness and their families",1250 Ridgewood Dr.,,Bowling Green,OH,43402,Wood,419-352-0626,,,https://www.namiwoodcounty.org,,,"Support groups, mental health education, advocacy",,,,"Adults, families",,,yes,Support groups,,,2025-12-29,likely_active,External sources list address and phone,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,OhioGuidestone (A Renewed Mind),,Substance use and mental health treatment provider,Provides mental health treatment and addiction services; part of A Renewed Mind,735 Haskins Road,,Bowling Green,OH,43402,Wood,419-359-5621,,,https://ohioguidestone.org,,,Mental health and addiction treatment services,,,,,,,,,,,2025-12-29,likely_active,External listing shows address and phone,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,Unison Health,,Behavioral health organization,"Provides outpatient treatment, medication-assisted treatment, family counseling, psychiatry",1084 South Main Street Suite A,,Bowling Green,OH,43402,Wood,419-352-4624,,,https://www.unisonhealth.org/locations/bowling-green/south-main-street/,,Mon 8am-5pm; Tue 8:30am-7pm; Wed 8:30am-5pm; Thu 8:30am-5pm; Fri 8:30am-3pm,"Outpatient treatment, medication assisted treatment, family counseling, psychiatry, group counseling",,,,"All genders, youth counseling","Outpatient, Intensive outpatient",,,,,,2025-12-29,likely_active,Relink listing provides address and phone,
"Wood County Alcohol, Drug Addiction, and Mental Health Services Board",https://www.wcadamh.org/providers,Zepf Center,,Community mental health center,Provides telemedicine/telehealth and outpatient mental health treatment including dual diagnosis services,221 South Church Street,,Bowling Green,OH,43402,Wood,419-373-6560,,,https://zepfcenter.org,,,"Outpatient mental health treatment, telemedicine/telehealth, dual diagnosis treatment, group and individual therapy",,yes,,"Adults, youth, seniors",Outpatient,,,,,,2025-12-29,likely_active,Free mental health services listing provides address and phone,
